Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
25,2021,Joey Slye (WAS),23,25,92.0,56,0,9,5,5,4,18,22,12,100.0,8.3,1.2%
16,2020,Joey Slye (WAS),29,36,80.6,56,0,11,10,7,1,33,36,16,129.0,8.1,1.2%
12,2019,Joey Slye (WAS),25,32,78.1,55,0,3,5,6,8,31,35,16,119.0,7.4,1.2%
