Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
40,2005,Aaron Elling (FA),0,1,0.0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
37,2004,Aaron Elling (FA),1,2,50.0,22,0,0,0,0,0,2,2,8,2.0,0.3,0.0%
3,2003,Aaron Elling (FA),18,25,72.0,51,0,0,0,0,0,48,48,16,48.0,3.0,0.0%
