Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
38,2007,J.R. Reed (FA),0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%
39,2006,J.R. Reed (FA),0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%
45,2004,J.R. Reed (FA),0,0,0,0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%
