Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
123,2021,John Wolford (LAR),1,4,25.0,5,1.3,0,1,1,2,-1,0,0,2,-0.9,-0.5,0.1%
58,2020,John Wolford (LAR),22,38,57.9,231,6.1,0,1,2,6,56,0,0,1,13.8,13.8,0.1%
