Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
56,2015,Tim Wright (FA),9,16,77,8.6,26,1,2,0,0,0,0,9,19.7,2.2,0.0%
21,2014,Tim Wright (FA),26,33,259,10.0,30,3,6,1,-2,0,0,16,61.7,3.9,0.0%
14,2013,Tim Wright (FA),54,75,571,10.6,36,5,5,1,2,0,0,16,87.3,5.5,0.0%
