Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
137,2014,Santana Moss (FA),10,15,116,11.6,19,0,0,0,0,0,0,10,11.6,1.2,0.0%
79,2013,Santana Moss (FA),42,78,452,10.8,28,2,2,3,25,0,2,16,55.7,3.5,0.0%
41,2012,Santana Moss (FA),41,62,573,14.0,77,10,8,3,14,0,1,16,104.7,6.5,0.0%
54,2011,Santana Moss (FA),46,96,584,12.7,49,0,4,0,0,0,0,12,82.4,6.9,0.0%
19,2010,Santana Moss (FA),93,145,"1,115",12.0,56,0,6,5,-6,0,2,16,142.9,8.9,0.0%
32,2009,Santana Moss (FA),70,120,902,12.9,59,0,3,2,8,0,1,16,107.0,6.7,0.0%
15,2008,Santana Moss (FA),79,1,"1,044",13.2,67,0,6,1,27,0,0,16,143.1,8.9,0.0%
23,2007,Santana Moss (FA),61,0,808,13.2,49,0,3,3,13,0,0,14,100.1,7.2,0.0%
25,2006,Santana Moss (FA),55,0,790,14.4,68,0,6,7,82,0,0,14,125.2,8.9,0.0%
3,2005,Santana Moss (FA),84,18,"1,483",17.7,78,0,9,3,-3,0,0,16,202.0,12.6,0.0%
32,2004,Santana Moss (FA),45,78,838,18.6,69,0,5,6,18,0,0,15,115.6,7.7,0.0%
8,2003,Santana Moss (FA),74,117,"1,105",14.9,65,0,10,10,67,0,2,16,173.2,10.8,0.0%
59,2002,Santana Moss (FA),30,52,433,14.4,47,0,4,7,48,0,0,15,72.1,4.8,0.0%
