Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
128,2013,Alex Green (FA),11,35,3.2,9,0,0,2,2,8,4.0,0,0,13,4.3,0.3,0.0%
56,2012,Alex Green (FA),135,464,3.4,41,2,0,18,29,125,6.9,0,0,12,58.9,4.9,0.0%
144,2011,Alex Green (FA),3,11,3.7,8,0,0,1,1,6,6.0,0,0,4,1.7,0.4,0.0%
