Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
117,2021,Jeff Driskel (HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
46,2020,Jeff Driskel (HOU),35,64,54.7,432,6.8,3,2,11,6,28,0,0,3,32.0,10.7,0.0%
38,2019,Jeff Driskel (HOU),62,105,59.0,685,6.5,4,4,11,22,151,1,0,4,61.2,15.3,0.0%
35,2018,Jeff Driskel (HOU),105,176,59.7,"1,003",5.7,6,2,16,25,130,2,1,9,85.1,9.5,0.0%
