Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
23,2011,Rex Grossman (FA),265,458,57.9,"3,151",6.9,16,20,25,20,11,1,5,13,147.1,11.3,0.0%
38,2010,Rex Grossman (FA),74,133,55.6,884,6.6,7,4,9,3,6,0,4,4,52.0,13.0,0.0%
65,2009,Rex Grossman (FA),3,9,33.3,33,3.7,0,1,0,3,9,0,0,1,0.2,0.2,0.0%
41,2008,Rex Grossman (FA),32,62,51.6,257,4.1,2,2,2,3,4,2,0,4,26.6,6.7,0.0%
29,2007,Rex Grossman (FA),122,225,54.2,"1,411",6.3,4,7,25,14,27,0,0,8,61.1,7.6,0.0%
18,2006,Rex Grossman (FA),262,480,54.6,"3,193",6.7,23,20,21,24,2,0,0,16,179.7,11.2,0.0%
59,2005,Rex Grossman (FA),20,39,51.3,259,6.6,1,2,1,0,0,0,0,2,10.3,5.2,0.0%
47,2004,Rex Grossman (FA),47,84,56.0,607,7.2,1,3,5,11,48,1,2,3,29.1,9.7,0.0%
49,2003,Rex Grossman (FA),38,72,52.8,437,6.1,2,1,4,3,-1,0,0,3,23.4,7.8,0.0%
