Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
188,2017,Arrelious Benn (FA),1,2,12,12.0,12,0,0,0,0,0,0,9,1.2,0.1,0.0%
134,2016,Arrelious Benn (FA),5,10,116,23.2,51,2,1,0,0,0,0,15,17.6,1.2,0.0%
167,2012,Arrelious Benn (FA),4,6,26,6.5,9,0,0,3,16,0,0,8,4.2,0.5,0.0%
72,2011,Arrelious Benn (FA),30,51,441,14.7,65,0,3,6,-7,0,0,14,61.4,4.4,0.0%
79,2010,Arrelious Benn (FA),25,38,395,15.8,64,0,2,6,35,0,0,15,55.0,3.7,0.0%
