Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
62,2021,Mitch Trubisky (PIT),6,8,75.0,43,5.4,0,1,0,13,24,1,0,5,9.1,1.8,4.3%
27,2020,Mitch Trubisky (PIT),199,297,67.0,"2,055",6.9,16,8,18,33,195,1,2,10,161.8,16.2,4.3%
26,2019,Mitch Trubisky (PIT),326,516,63.2,"3,138",6.1,17,10,38,48,193,2,2,15,212.8,14.2,4.3%
15,2018,Mitch Trubisky (PIT),289,434,66.6,"3,223",7.4,24,12,24,68,421,3,3,14,262.9,18.8,4.3%
28,2017,Mitch Trubisky (PIT),196,330,59.4,"2,193",6.6,7,7,31,41,248,2,3,12,134.6,11.2,4.3%
