Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
29,2010,Jeff Reed (FA),24,32,75.0,53,0,0,0,0,0,32,32,14,32.0,2.3,0.0%
9,2009,Jeff Reed (FA),27,31,87.1,46,0,0,0,0,0,41,41,16,41.0,2.6,0.0%
18,2008,Jeff Reed (FA),20,24,83.3,45,0,0,0,0,0,28,29,12,28.0,2.3,0.0%
3,2007,Jeff Reed (FA),11,12,91.7,49,0,0,0,0,0,27,27,8,27.0,3.4,0.0%
7,2006,Jeff Reed (FA),20,27,74.1,50,0,0,0,0,0,41,41,16,41.0,2.6,0.0%
5,2005,Jeff Reed (FA),24,29,82.8,44,0,0,0,0,0,45,45,16,45.0,2.8,0.0%
12,2004,Jeff Reed (FA),28,33,84.8,51,0,0,0,0,0,40,40,16,40.0,2.5,0.0%
18,2003,Jeff Reed (FA),23,32,71.9,51,0,0,0,0,0,31,32,16,31.0,1.9,0.0%
35,2002,Jeff Reed (FA),17,19,89.5,50,0,0,0,0,0,10,11,6,10.0,1.7,0.0%
