Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
32,2021,Taysom Hill (NO),78,134,58.2,978,7.3,4,5,9,70,374,5,0,12,122.8,10.2,6.0%
29,2020,Taysom Hill (NO),88,121,72.7,928,7.7,4,2,14,87,457,8,5,16,150.5,9.4,6.0%
36,2019,Taysom Hill (NO),3,6,50.0,55,9.2,0,0,1,27,156,1,0,16,83.2,5.2,6.0%
44,2018,Taysom Hill (NO),3,7,42.9,64,9.1,0,1,1,37,196,2,1,16,30.6,1.9,6.0%
68,2017,Taysom Hill (NO),0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,6.0%
