Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
63,2021,Kyle Allen (HOU),12,19,63.2,120,6.3,1,0,2,2,11,0,1,2,7.9,4.0,0.1%
44,2020,Kyle Allen (HOU),60,87,69.0,610,7.0,4,1,7,7,26,1,1,4,46.1,11.5,0.1%
28,2019,Kyle Allen (HOU),303,489,62.0,"3,322",6.8,17,16,46,32,106,2,7,14,193.4,13.8,0.1%
47,2018,Kyle Allen (HOU),20,31,64.5,266,8.6,2,0,0,5,19,1,0,2,26.5,13.3,0.1%
