Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
91,2006,Tony Fisher (FA),6,9,1.5,4,0,0,14,0,159,11.4,0,0,7,16.8,2.4,0.0%
51,2005,Tony Fisher (FA),60,173,2.9,17,0,1,48,1,347,7.2,1,0,13,64.6,5.0,0.0%
44,2004,Tony Fisher (FA),65,224,3.4,24,0,0,38,42,277,7.3,2,0,16,66.4,4.2,0.0%
51,2003,Tony Fisher (FA),40,200,5.0,19,0,1,21,25,206,9.8,2,0,15,58.6,3.9,0.0%
61,2002,Tony Fisher (FA),70,283,4.0,28,0,2,18,22,70,3.9,0,1,13,45.3,3.5,0.0%
