Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
38,2005,Reginald Swinton (FA),0,0,0,0,0,0,0,0,0,0,0,15,0.0,0.0,0.0%
39,2004,Reginald Swinton (FA),0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0%
41,2003,Reginald Swinton (FA),0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0%
47,2002,Reginald Swinton (FA),0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0%
