Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
191,2019,Marqise Lee (FA),3,4,18,6.0,8,0,0,1,1,0,0,6,1.9,0.3,0.0%
42,2017,Marqise Lee (FA),56,96,702,12.5,45,6,3,1,17,0,0,14,91.9,6.6,0.0%
43,2016,Marqise Lee (FA),63,105,851,13.5,51,13,3,6,35,0,1,16,109.4,6.8,0.0%
108,2015,Marqise Lee (FA),15,32,191,12.7,30,2,1,5,38,0,0,10,28.9,2.9,0.0%
90,2014,Marqise Lee (FA),37,68,422,11.4,37,6,1,3,9,0,0,13,49.1,3.8,0.0%
