Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
54,2013,Seneca Wallace (FA),16,24,66.7,139,5.8,0,1,4,0,0,0,0,2,3.6,1.8,0.0%
45,2011,Seneca Wallace (FA),55,107,51.4,567,5.3,2,2,6,7,70,0,1,6,33.8,5.6,0.0%
41,2010,Seneca Wallace (FA),64,101,63.4,694,6.9,4,2,6,7,9,0,0,8,41.6,5.2,0.0%
40,2009,Seneca Wallace (FA),78,120,65.0,700,5.8,3,2,9,16,2,1,2,13,41.1,3.2,0.0%
27,2008,Seneca Wallace (FA),141,242,58.3,"1,532",6.3,11,3,14,16,78,0,0,10,107.1,10.7,0.0%
49,2007,Seneca Wallace (FA),19,28,67.9,215,7.7,2,1,3,4,17,0,1,10,18.9,1.9,0.0%
39,2006,Seneca Wallace (FA),82,141,58.2,927,6.6,8,7,14,12,122,0,0,6,67.2,11.2,0.0%
62,2005,Seneca Wallace (FA),13,25,52.0,173,6.9,1,1,3,6,-5,0,0,5,8.4,1.7,0.0%
