Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
17,2012,Michael Turner (FA),222,800,3.6,43,4,10,19,30,128,6.7,1,1,16,156.8,9.8,0.0%
6,2011,Michael Turner (FA),301,"1,340",4.5,81,1,11,17,26,168,9.9,0,2,16,212.8,13.3,0.0%
10,2010,Michael Turner (FA),334,"1,371",4.1,55,0,12,12,20,85,7.1,0,2,16,213.6,13.4,0.0%
22,2009,Michael Turner (FA),178,871,4.9,58,0,10,5,7,35,7.0,0,2,11,146.6,13.3,0.0%
7,2008,Michael Turner (FA),299,"1,277",4.3,70,0,12,3,0,30,10.0,0,0,12,202.7,16.9,0.0%
63,2007,Michael Turner (FA),37,216,5.8,74,0,1,2,0,14,7.0,0,0,8,29.0,3.6,0.0%
50,2006,Michael Turner (FA),80,502,6.3,73,0,2,3,0,47,15.7,0,0,13,66.9,5.1,0.0%
61,2005,Michael Turner (FA),57,335,5.9,83,0,3,0,0,0,0,0,0,15,51.5,3.4,0.0%
118,2004,Michael Turner (FA),20,104,5.2,30,0,0,4,5,8,2.0,0,1,5,9.2,1.8,0.0%
