Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
149,2018,Jake Fisher (FA),0,0,0,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0%
135,2017,Jake Fisher (FA),0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0%
126,2016,Jake Fisher (FA),1,1,12,12.0,12,0,0,0,0,0,1,15,0.0,0.0,0.0%
136,2015,Jake Fisher (FA),1,5,31,31.0,31,1,0,0,0,0,0,14,0.0,0.0,0.0%
