Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
142,2007,Zack Crockett (FA),1,0,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
84,2006,Zack Crockett (FA),39,163,4.2,17,0,0,10,0,53,5.3,0,0,12,21.6,1.8,0.0%
73,2005,Zack Crockett (FA),60,208,3.5,24,0,1,13,0,111,8.5,0,0,16,37.9,2.4,0.0%
66,2004,Zack Crockett (FA),48,232,4.8,47,0,2,16,20,87,5.4,0,0,13,43.9,3.4,0.0%
50,2003,Zack Crockett (FA),48,145,3.0,44,0,7,7,12,53,7.6,0,1,15,59.8,4.0,0.0%
52,2002,Zack Crockett (FA),40,118,3.0,33,0,8,0,0,0,0,0,0,14,59.8,4.3,0.0%
