Rank,year,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
90,2019,Blake Bortles (FA),1,2,50.0,3,1.5,0,0,0,2,-9,0,0,4,-0.8,-0.2,0.0%
26,2018,Blake Bortles (FA),243,403,60.3,"2,718",6.7,13,11,31,58,365,1,4,13,173.2,13.3,0.0%
13,2017,Blake Bortles (FA),315,523,60.2,"3,687",7.0,21,13,24,57,322,2,3,16,249.7,15.6,0.0%
9,2016,Blake Bortles (FA),368,625,58.9,"3,905",6.2,23,16,34,58,359,3,6,16,270.1,16.9,0.0%
4,2015,Blake Bortles (FA),355,606,58.6,"4,428",7.3,35,18,51,52,310,2,5,16,316.1,19.8,0.0%
24,2014,Blake Bortles (FA),280,475,58.9,"2,908",6.1,11,17,55,56,419,0,1,14,168.2,12.0,0.0%
