Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
4,2012,Lawrence Tynes (FA),33,39,84.6,50,0,11,14,7,1,46,46,16,154.0,9.6,0.0%
22,2011,Lawrence Tynes (FA),19,24,79.2,50,1,11,3,3,1,43,43,16,105.0,6.6,0.0%
8,2010,Lawrence Tynes (FA),19,23,82.6,53,0,10,2,3,2,43,43,15,101.0,6.7,0.0%
6,2009,Lawrence Tynes (FA),27,32,84.4,52,0,0,0,0,0,45,45,16,45.0,2.8,0.0%
36,2008,Lawrence Tynes (FA),1,1,100.0,19,0,0,0,0,0,3,3,2,3.0,1.5,0.0%
9,2007,Lawrence Tynes (FA),23,27,85.2,48,0,0,0,0,0,20,22,16,20.0,1.3,0.0%
14,2006,Lawrence Tynes (FA),24,31,77.4,53,0,0,0,0,0,35,36,16,35.0,2.2,0.0%
6,2005,Lawrence Tynes (FA),27,33,81.8,52,0,0,0,0,0,44,45,16,44.0,2.8,0.0%
2,2004,Lawrence Tynes (FA),17,23,73.9,50,0,0,0,0,0,58,60,16,58.0,3.6,0.0%
