Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
282,2019,Rashad Greene (FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
173,2018,Rashad Greene (FA),6,8,60,10.0,12,0,0,0,0,0,1,8,4.0,0.5,0.0%
187,2016,Rashad Greene (FA),5,8,32,6.4,9,0,0,0,0,0,1,8,1.2,0.2,0.0%
124,2015,Rashad Greene (FA),19,35,93,4.9,18,0,2,0,0,0,0,9,21.3,2.4,0.0%
