Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
188,2021,Curtis Samuel (WAS),6,9,27,4.5,10,0,0,4,11,0,0,5,3.8,0.8,6.2%
25,2020,Curtis Samuel (WAS),77,97,851,11.1,44,16,3,41,200,2,0,15,135.1,9.0,6.2%
36,2019,Curtis Samuel (WAS),54,105,627,11.6,44,13,6,19,130,1,0,16,117.7,7.4,6.2%
42,2018,Curtis Samuel (WAS),39,65,494,12.7,53,11,5,8,84,2,1,13,97.8,7.5,6.2%
126,2017,Curtis Samuel (WAS),15,26,115,7.7,23,2,0,4,64,0,0,9,17.9,2.0,6.2%
