Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
132,2009,Bobby Engram (FA),5,10,61,12.2,18,0,0,0,0,0,0,3,6.1,2.0,0.0%
70,2008,Bobby Engram (FA),47,9,489,10.4,37,0,0,0,0,0,0,13,48.9,3.8,0.0%
33,2007,Bobby Engram (FA),48,0,607,12.6,49,0,3,0,0,0,0,8,78.7,9.8,0.0%
92,2006,Bobby Engram (FA),24,0,290,12.1,25,0,1,1,4,0,0,6,35.4,5.9,0.0%
38,2005,Bobby Engram (FA),67,19,778,11.6,56,0,3,0,0,0,1,13,93.8,7.2,0.0%
64,2004,Bobby Engram (FA),36,53,499,13.9,60,0,2,0,0,0,1,13,59.9,4.6,0.0%
37,2003,Bobby Engram (FA),52,74,637,12.3,34,0,6,0,0,0,2,16,95.7,6.0,0.0%
71,2002,Bobby Engram (FA),50,72,619,12.4,38,0,0,0,0,0,1,15,59.9,4.0,0.0%
