Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
287,2019,Josh Doctson (FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
74,2018,Josh Doctson (FA),44,78,532,12.1,32,10,2,0,0,0,0,15,65.2,4.3,0.0%
49,2017,Josh Doctson (FA),35,78,502,14.3,52,6,6,1,-14,0,0,16,84.8,5.3,0.0%
164,2016,Josh Doctson (FA),2,6,66,33.0,57,1,0,0,0,0,0,2,6.6,3.3,0.0%
