Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
148,2005,Pat Johnson (FA),2,1,31,15.5,19,0,0,0,0,0,0,5,3.1,0.6,0.0%
105,2003,Pat Johnson (FA),15,28,170,11.3,31,0,1,0,0,0,1,16,21.0,1.3,0.0%
102,2002,Pat Johnson (FA),9,24,187,20.8,79,0,2,1,-9,0,0,8,29.8,3.7,0.0%
