Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
40,2016,Steve Smith (FA),70,101,799,11.4,52,12,5,0,0,0,0,14,113.9,8.1,0.0%
52,2015,Steve Smith (FA),46,73,670,14.6,50,13,3,0,0,0,0,7,85.0,12.1,0.0%
20,2014,Steve Smith (FA),79,134,"1,065",13.5,80,15,6,0,0,0,1,16,140.5,8.8,0.0%
42,2013,Steve Smith (FA),64,110,745,11.6,44,4,4,0,0,0,0,15,98.5,6.6,0.0%
19,2012,Steve Smith (FA),73,138,"1,174",16.1,66,17,4,3,27,0,1,16,142.1,8.9,0.0%
138,2012,Steve Smith (FA),14,25,131,9.4,25,0,0,0,0,0,0,9,13.1,1.5,0.0%
6,2011,Steve Smith (FA),79,129,"1,394",17.6,77,0,7,6,56,0,2,16,185.0,11.6,0.0%
122,2011,Steve Smith (FA),11,20,124,11.3,20,0,1,0,0,0,0,5,18.4,3.7,0.0%
64,2010,Steve Smith (FA),48,75,529,11.0,45,0,3,0,0,0,0,9,70.9,7.9,0.0%
71,2010,Steve Smith (FA),46,99,554,12.0,39,0,2,1,9,0,2,14,64.3,4.6,0.0%
11,2009,Steve Smith (FA),107,157,"1,220",11.4,51,0,7,0,0,0,0,16,164.0,10.3,0.0%
18,2009,Steve Smith (FA),65,128,982,15.1,66,0,7,5,22,0,0,15,144.4,9.6,0.0%
5,2008,Steve Smith (FA),78,8,"1,421",18.2,65,0,6,5,40,0,0,14,182.1,13.0,0.0%
62,2008,Steve Smith (FA),46,0,480,10.4,30,0,1,0,0,0,0,13,54.0,4.2,0.0%
11,2007,Steve Smith (FA),87,42,"1,002",11.5,74,0,7,9,66,0,0,15,148.8,9.9,0.0%
127,2007,Steve Smith (FA),4,0,26,6.5,10,0,0,0,0,0,0,2,2.6,1.3,0.0%
8,2006,Steve Smith (FA),83,0,"1,166",14.0,72,0,8,8,61,1,0,14,176.7,12.6,0.0%
1,2005,Steve Smith (FA),103,0,"1,563",15.2,80,0,12,4,25,1,0,16,236.8,14.8,0.0%
135,2004,Steve Smith (FA),6,0,60,10.0,15,0,0,0,0,0,0,2,6.0,3.0,0.0%
15,2003,Steve Smith (FA),88,141,"1,110",12.6,67,0,7,11,42,0,0,16,157.2,9.8,0.0%
45,2002,Steve Smith (FA),54,97,872,16.1,69,0,3,1,-4,0,2,15,100.8,6.7,0.0%
