Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
204,2014,Kassim Osgood (FA),0,1,0,0,0,0,0,0,0,0,0,13,0.0,0.0,0.0%
173,2013,Kassim Osgood (FA),1,1,17,17.0,17,0,0,0,0,0,0,14,1.7,0.1,0.0%
204,2012,Kassim Osgood (FA),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
152,2011,Kassim Osgood (FA),5,11,42,8.4,19,0,0,0,0,0,0,12,4.2,0.4,0.0%
135,2010,Kassim Osgood (FA),6,16,60,10.0,24,0,1,0,0,0,0,16,12.0,0.8,0.0%
143,2009,Kassim Osgood (FA),1,5,17,17.0,17,0,0,0,0,0,0,16,1.7,0.1,0.0%
162,2008,Kassim Osgood (FA),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
130,2007,Kassim Osgood (FA),2,2,23,11.5,15,0,0,0,0,0,0,16,2.3,0.1,0.0%
181,2006,Kassim Osgood (FA),0,0,0,0,0,0,0,0,0,0,0,15,0.0,0.0,0.0%
151,2005,Kassim Osgood (FA),2,1,21,10.5,15,0,0,1,4,0,0,12,2.5,0.2,0.0%
87,2004,Kassim Osgood (FA),15,33,308,20.5,65,0,2,0,0,0,0,16,42.8,2.7,0.0%
90,2003,Kassim Osgood (FA),13,33,278,21.4,57,0,2,0,0,0,0,14,39.8,2.8,0.0%
