Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
92,2021,Julio Jones (TB),31,48,434,14.0,51,9,1,0,0,0,0,10,49.4,4.9,50.8%
53,2020,Julio Jones (TB),51,68,771,15.1,44,22,3,0,0,0,0,9,95.1,10.6,50.8%
5,2019,Julio Jones (TB),99,157,"1,394",14.1,54,34,6,2,-3,0,0,15,175.1,11.7,50.8%
5,2018,Julio Jones (TB),113,170,"1,677",14.8,58,37,8,2,12,0,2,16,212.9,13.3,50.8%
6,2017,Julio Jones (TB),88,148,"1,444",16.4,53,23,3,1,15,0,0,16,163.9,10.2,50.8%
6,2016,Julio Jones (TB),83,129,"1,409",17.0,75,27,6,0,0,0,0,14,176.9,12.6,50.8%
2,2015,Julio Jones (TB),136,203,"1,871",13.8,70,25,8,0,0,0,1,16,233.1,14.6,50.8%
8,2014,Julio Jones (TB),104,163,"1,593",15.3,79,31,6,1,1,0,1,15,193.4,12.9,50.8%
65,2013,Julio Jones (TB),41,60,580,14.1,81,9,2,1,7,0,1,5,68.7,13.7,50.8%
9,2012,Julio Jones (TB),79,129,"1,198",15.2,80,17,10,6,30,0,0,16,182.8,11.4,50.8%
18,2011,Julio Jones (TB),54,95,959,17.8,80,0,8,6,56,0,1,13,147.5,11.3,50.8%
