Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
151,2015,Jason Avant (FA),15,24,119,7.9,20,1,0,0,0,0,0,16,11.9,0.7,0.0%
93,2014,Jason Avant (FA),34,62,353,10.4,41,4,1,1,1,0,0,16,41.4,2.6,0.0%
83,2013,Jason Avant (FA),38,76,447,11.8,31,9,2,0,0,0,1,16,54.7,3.4,0.0%
70,2012,Jason Avant (FA),53,76,648,12.2,39,8,0,0,0,0,0,14,64.8,4.6,0.0%
62,2011,Jason Avant (FA),52,81,679,13.1,35,0,1,0,0,0,2,16,69.9,4.4,0.0%
70,2010,Jason Avant (FA),51,75,573,11.2,34,0,1,0,0,0,0,16,65.3,4.1,0.0%
58,2009,Jason Avant (FA),41,58,587,14.3,58,0,3,0,0,0,0,16,78.7,4.9,0.0%
69,2008,Jason Avant (FA),32,16,377,11.8,31,0,2,0,0,0,0,15,49.7,3.3,0.0%
64,2007,Jason Avant (FA),23,6,267,11.6,31,0,2,1,1,0,0,15,38.8,2.6,0.0%
116,2006,Jason Avant (FA),7,0,68,9.7,18,0,1,0,0,0,0,8,12.8,1.6,0.0%
