Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
144,2021,N'Keal Harry (CHI),12,22,184,15.3,43,5,0,0,0,0,1,10,16.4,1.6,0.1%
106,2020,N'Keal Harry (CHI),33,57,309,9.4,30,3,2,2,0,0,1,14,40.9,2.9,0.1%
117,2019,N'Keal Harry (CHI),12,24,105,8.8,18,0,2,5,49,0,0,7,27.4,3.9,0.1%
