Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
286,2021,Jahan Dotson (WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2%
