Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
294,2019,Quincy Enunwa (FA),1,3,-4,-4.0,8,0,0,0,0,0,1,1,-2.4,-2.4,0.0%
88,2018,Quincy Enunwa (FA),38,68,449,11.8,42,10,1,1,0,0,1,11,48.9,4.4,0.0%
42,2016,Quincy Enunwa (FA),58,105,857,14.8,69,14,4,1,12,0,0,16,110.9,6.9,0.0%
105,2015,Quincy Enunwa (FA),22,46,315,14.3,48,6,0,0,0,0,0,12,31.5,2.6,0.0%
185,2014,Quincy Enunwa (FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
