Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
171,2018,Shelton Gibson (FA),1,3,48,48.0,48,3,0,0,0,0,0,15,4.8,0.3,0.0%
189,2017,Shelton Gibson (FA),2,3,11,5.5,6,0,0,0,0,0,0,5,1.1,0.2,0.0%
