Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
47,2021,Courtland Sutton (DEN),58,98,776,13.4,55,19,2,0,0,0,0,17,92.2,5.4,96.9%
174,2020,Courtland Sutton (DEN),3,6,66,22.0,45,4,0,0,0,0,0,1,6.6,6.6,96.9%
17,2019,Courtland Sutton (DEN),72,124,"1,112",15.4,70,36,6,3,17,0,0,16,150.4,9.4,96.9%
48,2018,Courtland Sutton (DEN),42,84,704,16.8,42,25,4,1,-1,0,0,16,94.3,5.9,96.9%
