Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
68,2021,Randall Cobb (GB),28,39,375,13.4,54,11,5,1,1,0,1,11,65.6,6.0,4.6%
79,2020,Randall Cobb (GB),38,48,441,11.6,34,7,3,0,0,0,0,10,62.1,6.2,4.6%
47,2019,Randall Cobb (GB),55,83,828,15.1,59,24,3,3,11,0,1,15,99.9,6.7,4.6%
90,2018,Randall Cobb (GB),38,61,383,10.1,75,7,2,0,0,0,1,9,48.3,5.4,4.6%
41,2017,Randall Cobb (GB),66,92,653,9.9,46,7,4,9,17,0,0,15,93.4,6.2,4.6%
57,2016,Randall Cobb (GB),60,84,610,10.2,47,7,4,10,33,0,0,13,88.3,6.8,4.6%
29,2015,Randall Cobb (GB),79,129,829,10.5,53,11,6,13,50,0,0,16,123.9,7.7,4.6%
6,2014,Randall Cobb (GB),91,127,"1,287",14.1,70,24,12,11,37,0,2,16,202.4,12.7,4.6%
61,2013,Randall Cobb (GB),31,47,433,14.0,48,6,4,4,78,0,0,6,75.1,12.5,4.6%
18,2012,Randall Cobb (GB),80,104,954,11.9,39,17,8,10,132,0,1,15,154.6,10.3,4.6%
98,2011,Randall Cobb (GB),25,31,375,15.0,61,0,1,2,5,0,3,15,38.0,2.5,4.6%
