Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
103,2004,Tim Brown (FA),24,31,200,8.3,21,0,1,0,0,0,1,10,24.0,2.4,0.0%
64,2003,Tim Brown (FA),52,94,567,10.9,36,0,2,0,0,0,0,16,68.7,4.3,0.0%
39,2002,Tim Brown (FA),81,127,930,11.5,45,0,2,6,19,0,1,16,104.9,6.6,0.0%
