Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
83,2015,Lance Moore (FA),29,43,337,11.6,42,7,4,0,0,0,1,14,55.7,4.0,0.0%
100,2014,Lance Moore (FA),14,26,198,14.1,29,4,2,0,0,0,0,14,33.8,2.4,0.0%
80,2013,Lance Moore (FA),37,54,457,12.4,44,5,2,0,0,0,1,13,55.7,4.3,0.0%
20,2012,Lance Moore (FA),65,104,"1,041",16.0,51,14,6,0,0,0,0,15,140.1,9.3,0.0%
31,2011,Lance Moore (FA),52,73,627,12.1,47,0,8,0,0,0,0,14,114.7,8.2,0.0%
26,2010,Lance Moore (FA),66,94,763,11.6,80,0,8,0,0,0,1,16,122.3,7.6,0.0%
101,2009,Lance Moore (FA),14,19,153,10.9,22,0,2,0,0,0,0,7,27.3,3.9,0.0%
11,2008,Lance Moore (FA),79,8,928,11.7,70,0,10,0,0,0,0,16,150.8,9.4,0.0%
54,2007,Lance Moore (FA),32,15,302,9.4,22,0,2,2,7,1,0,16,48.9,3.1,0.0%
155,2006,Lance Moore (FA),1,0,10,10.0,10,0,0,0,0,0,0,4,1.0,0.3,0.0%
