Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
64,2021,Corey Davis (NYJ),34,59,492,14.5,53,14,4,0,0,0,1,9,71.2,7.9,5.1%
29,2020,Corey Davis (NYJ),65,92,984,15.1,75,24,5,0,0,0,1,14,126.4,9.0,5.1%
64,2019,Corey Davis (NYJ),43,69,601,14.0,38,11,2,0,0,0,0,15,72.1,4.8,5.1%
27,2018,Corey Davis (NYJ),65,112,891,13.7,51,20,4,6,55,0,0,16,118.6,7.4,5.1%
101,2017,Corey Davis (NYJ),34,65,375,11.0,37,4,0,0,0,0,1,11,35.5,3.2,5.1%
