Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
41,2021,Jakobi Meyers (NE),83,126,866,10.4,39,14,2,1,9,0,1,16,103.3,6.5,55.3%
60,2020,Jakobi Meyers (NE),59,81,729,12.4,35,14,0,2,9,0,1,14,83.6,6.0,55.3%
101,2019,Jakobi Meyers (NE),26,41,359,13.8,35,11,0,0,0,0,0,15,35.9,2.4,55.3%
