Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
91,2019,Cody Latimer (FA),24,42,300,12.5,43,8,2,0,0,0,0,15,42.0,2.8,0.0%
130,2018,Cody Latimer (FA),11,16,190,17.3,39,7,1,0,0,0,0,6,25.0,4.2,0.0%
88,2017,Cody Latimer (FA),19,31,287,15.1,32,6,2,0,0,0,0,11,42.7,3.9,0.0%
157,2016,Cody Latimer (FA),8,15,76,9.5,16,0,0,0,0,0,0,12,7.6,0.6,0.0%
148,2015,Cody Latimer (FA),6,11,59,9.8,15,0,1,2,1,0,0,14,12.0,0.9,0.0%
171,2014,Cody Latimer (FA),2,4,23,11.5,14,0,0,0,0,0,0,8,2.3,0.3,0.0%
