Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
91,2015,Riley Cooper (FA),21,41,327,15.6,62,4,2,0,0,0,0,16,44.7,2.8,0.0%
63,2014,Riley Cooper (FA),55,95,577,10.5,50,5,3,0,0,0,1,16,73.7,4.6,0.0%
23,2013,Riley Cooper (FA),47,84,835,17.8,63,13,8,0,18,0,0,16,137.3,8.6,0.0%
94,2012,Riley Cooper (FA),23,48,248,10.8,23,3,3,0,0,0,0,11,42.8,3.9,0.0%
99,2011,Riley Cooper (FA),16,35,315,19.7,58,0,1,0,0,0,0,16,37.5,2.3,0.0%
124,2010,Riley Cooper (FA),7,18,116,16.6,37,0,1,0,0,0,0,13,17.6,1.4,0.0%
