Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
81,2015,Roddy White (FA),43,70,506,11.8,25,6,1,0,0,0,0,16,56.6,3.5,0.0%
26,2014,Roddy White (FA),80,125,921,11.5,39,14,7,0,0,0,1,14,132.1,9.4,0.0%
53,2013,Roddy White (FA),63,97,711,11.3,39,8,3,0,0,0,1,13,87.1,6.7,0.0%
10,2012,Roddy White (FA),92,143,"1,351",14.7,59,18,7,0,0,0,0,16,177.1,11.1,0.0%
7,2011,Roddy White (FA),100,180,"1,296",13.0,43,0,8,0,0,0,0,16,177.6,11.1,0.0%
3,2010,Roddy White (FA),115,179,"1,389",12.1,46,0,10,1,3,0,1,16,201.2,12.6,0.0%
7,2009,Roddy White (FA),85,165,"1,153",13.6,90,0,11,1,2,0,0,16,181.5,11.3,0.0%
6,2008,Roddy White (FA),88,0,"1,382",15.7,70,0,7,2,4,0,0,16,180.6,11.3,0.0%
10,2007,Roddy White (FA),83,14,"1,202",14.5,69,0,6,1,-2,0,0,16,156.0,9.8,0.0%
76,2006,Roddy White (FA),30,0,506,16.9,55,0,0,0,0,0,0,16,50.6,3.2,0.0%
62,2005,Roddy White (FA),29,8,446,15.4,54,0,3,4,12,0,0,14,63.8,4.6,0.0%
