Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
10,2021,Dustin Hopkins (LAC),30,34,88.2,50,1,8,6,13,2,40,44,17,147.0,8.6,27.9%
17,2020,Dustin Hopkins (LAC),27,34,79.4,51,0,5,7,13,2,30,32,16,128.0,8.0,27.9%
21,2019,Dustin Hopkins (LAC),25,30,83.3,53,0,7,8,8,2,21,22,16,108.0,6.8,27.9%
17,2018,Dustin Hopkins (LAC),26,29,89.7,56,0,5,7,10,4,25,26,16,121.0,7.6,27.9%
30,2017,Dustin Hopkins (LAC),14,17,82.4,49,1,7,2,4,0,18,19,8,64.0,8.0,27.9%
3,2016,Dustin Hopkins (LAC),34,42,81.0,53,0,12,12,7,3,36,39,16,151.0,9.4,27.9%
15,2015,Dustin Hopkins (LAC),25,28,89.3,54,0,7,9,7,2,39,40,15,125.0,8.3,27.9%
