Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
1,2021,Daniel Carlson (LV),40,43,93.0,56,0,10,12,12,6,30,33,17,174.0,10.2,96.0%
4,2020,Daniel Carlson (LV),33,35,94.3,54,0,18,8,3,4,45,47,16,155.0,9.7,96.0%
25,2019,Daniel Carlson (LV),19,26,73.1,48,0,8,5,6,0,34,36,16,97.0,6.1,96.0%
26,2018,Daniel Carlson (LV),17,21,81.0,50,0,2,3,9,3,24,24,12,90.0,7.5,96.0%
