Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
17,2021,Brandon McManus (DEN),26,31,83.9,61,0,7,6,8,5,33,34,17,129.0,7.6,66.7%
11,2020,Brandon McManus (DEN),28,34,82.4,58,0,6,4,8,10,24,27,15,136.0,9.1,66.7%
9,2019,Brandon McManus (DEN),29,34,85.3,53,0,6,8,11,4,25,26,16,131.0,8.2,66.7%
20,2018,Brandon McManus (DEN),20,25,80.0,53,0,5,6,7,2,35,35,16,106.0,6.6,66.7%
18,2017,Brandon McManus (DEN),24,32,75.0,53,0,6,11,4,3,27,27,16,109.0,6.8,66.7%
16,2016,Brandon McManus (DEN),29,34,85.3,55,0,9,10,7,3,32,33,16,132.6,8.3,66.7%
10,2015,Brandon McManus (DEN),30,35,85.7,57,0,12,8,5,5,35,36,16,140.0,8.8,66.7%
31,2014,Brandon McManus (DEN),9,13,69.2,44,0,5,2,2,0,41,41,15,70.0,4.7,66.7%
