Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
67,2021,Sergio Castillo (NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%
34,2020,Sergio Castillo (NYJ),8,13,61.5,55,0,1,3,2,2,6,7,6,36.0,6.0,0.0%
