Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
6,2021,Greg Joseph (MIN),33,38,86.8,55,0,8,11,7,7,36,40,17,156.0,9.2,47.7%
41,2019,Greg Joseph (MIN),0,0,0,0,0,0,0,0,0,9,9,3,9.0,3.0,47.7%
29,2018,Greg Joseph (MIN),17,20,85.0,51,0,4,7,5,1,25,29,14,83.0,5.9,47.7%
