Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
18,2013,Rob Bironas (FA),25,29,86.2,55,0,10,8,5,2,41,41,16,125.0,7.8,0.0%
19,2012,Rob Bironas (FA),25,31,80.6,53,0,6,13,5,1,35,35,16,117.0,7.3,0.0%
7,2011,Rob Bironas (FA),29,32,90.6,53,0,5,9,9,6,34,34,16,142.0,8.9,0.0%
9,2010,Rob Bironas (FA),24,26,92.3,55,0,4,4,7,2,38,38,16,100.0,6.3,0.0%
10,2009,Rob Bironas (FA),27,32,84.4,53,0,0,0,0,0,37,37,16,37.0,2.3,0.0%
17,2008,Rob Bironas (FA),29,33,87.9,51,0,0,0,0,0,28,28,16,28.0,1.8,0.0%
22,2007,Rob Bironas (FA),35,39,89.7,56,0,0,0,0,0,15,15,16,15.0,0.9,0.0%
19,2006,Rob Bironas (FA),22,28,78.6,60,0,0,0,0,0,32,32,16,32.0,2.0,0.0%
17,2005,Rob Bironas (FA),23,29,79.3,53,0,0,0,0,0,30,32,16,30.0,1.9,0.0%
