Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
36,2021,Eddy Pineiro (CAR),8,8,100.0,51,0,2,2,3,1,9,10,5,38.0,7.6,0.2%
24,2019,Eddy Pineiro (CAR),23,28,82.1,53,1,8,9,3,2,27,29,16,103.0,6.4,0.2%
