Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
52,2021,James McCourt (JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%
