Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
46,2021,Cody Parkey (FA),0,0,0,0,0,0,0,0,0,3,5,1,3.0,3.0,0.0%
23,2020,Cody Parkey (FA),19,22,86.4,46,0,5,4,10,0,43,47,15,110.0,7.3,0.0%
40,2019,Cody Parkey (FA),3,3,100.0,51,0,0,0,2,1,5,6,4,18.0,4.5,0.0%
15,2018,Cody Parkey (FA),23,30,76.7,50,0,6,7,9,1,42,45,16,122.0,7.6,0.0%
21,2017,Cody Parkey (FA),21,23,91.3,54,0,6,8,6,1,26,29,16,97.0,6.1,0.0%
29,2016,Cody Parkey (FA),20,25,80.0,51,0,6,6,7,1,20,21,14,89.0,6.4,0.0%
38,2015,Cody Parkey (FA),3,4,75.0,46,0,1,1,1,0,7,7,3,17.0,5.7,0.0%
2,2014,Cody Parkey (FA),32,36,88.9,54,0,10,14,4,4,54,54,16,162.0,10.1,0.0%
