Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
23,2016,Dan Carpenter (FA),19,25,76.0,54,1,8,5,4,1,40,45,16,103.0,6.4,0.2%
20,2015,Dan Carpenter (FA),23,27,85.2,52,0,5,8,7,3,34,40,16,116.0,7.3,0.2%
4,2014,Dan Carpenter (FA),34,38,89.5,58,0,9,12,7,6,31,32,16,152.0,9.5,0.2%
10,2013,Dan Carpenter (FA),33,36,91.7,55,0,13,6,10,4,32,32,16,149.0,9.3,0.2%
27,2012,Dan Carpenter (FA),22,27,81.5,53,0,4,8,8,2,26,26,14,104.0,7.4,0.2%
13,2011,Dan Carpenter (FA),29,34,85.3,58,0,10,6,11,2,26,26,14,128.0,9.1,0.2%
19,2010,Dan Carpenter (FA),30,41,73.2,60,1,5,0,6,2,25,25,16,77.0,4.8,0.2%
11,2009,Dan Carpenter (FA),25,28,89.3,52,0,0,0,0,0,37,37,16,37.0,2.3,0.2%
10,2008,Dan Carpenter (FA),21,25,84.0,50,0,0,0,0,0,32,32,16,32.0,2.0,0.2%
