Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
37,2017,Travis Coons (FA),7,8,87.5,40,0,4,2,1,0,5,6,3,27.0,9.0,1.1%
22,2015,Travis Coons (FA),28,32,87.5,47,0,11,10,7,0,22,24,16,113.0,7.1,1.1%
