Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
36,2011,David Buehler (FA),0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
13,2010,David Buehler (FA),24,32,75.0,53,0,4,3,4,3,42,43,16,94.0,5.9,0.0%
41,2009,David Buehler (FA),0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
