Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
4,2021,Chris Boswell (PIT),36,40,90.0,56,0,9,8,11,8,27,29,17,162.0,9.5,11.8%
26,2020,Chris Boswell (PIT),19,20,95.0,59,0,5,6,7,1,34,38,13,100.0,7.7,11.8%
11,2019,Chris Boswell (PIT),29,31,93.5,51,1,11,7,9,1,28,28,16,126.0,7.9,11.8%
25,2018,Chris Boswell (PIT),13,20,65.0,50,0,3,4,5,1,43,48,15,93.1,6.2,11.8%
8,2017,Chris Boswell (PIT),35,38,92.1,53,0,10,12,9,4,37,39,16,159.0,9.9,11.8%
22,2016,Chris Boswell (PIT),21,25,84.0,49,0,2,8,11,0,36,36,15,110.0,7.3,11.8%
13,2015,Chris Boswell (PIT),29,32,90.6,51,1,9,8,9,2,26,27,12,126.0,10.5,11.8%
