Rank,year,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
18,2021,Younghoe Koo (ATL),27,29,93.1,54,0,8,9,6,4,30,30,17,125.0,7.4,24.3%
2,2020,Younghoe Koo (ATL),37,39,94.9,54,0,10,11,8,8,33,36,15,168.0,11.2,24.3%
27,2019,Younghoe Koo (ATL),23,26,88.5,50,0,6,9,7,1,15,16,8,93.0,11.6,24.3%
39,2017,Younghoe Koo (ATL),3,6,50.0,41,0,2,0,1,0,9,9,4,19.0,4.8,24.3%
